,abbrev,full,freq,most_freq
164,aggiorn,"['aggiornamenti', 'aggiornamenti', 'aggiornamenti', 'aggiornamenti', 'aggiornamento']","{'aggiornamenti': 0.8, 'aggiornamento': 0.2}",aggiornamenti
165,aggress,['aggressive'],{'aggressive': 1.0},aggressive
166,agnes,['die'],{'die': 1.0},die
167,agr.,['agricultural'],{'agricultural': 1.0},agricultural
168,agral.,['agralia'],{'agralia': 1.0},agralia
169,agrar.,"['agraria', 'agraria']",{'agraria': 1.0},agraria
170,agrargesch.,['agrargeschichte'],{'agrargeschichte': 1.0},agrargeschichte
171,agrarsoziol.,['agrarsoziologie'],{'agrarsoziologie': 1.0},agrarsoziologie
172,agric,"['agricultural', 'agricultural', 'agricultural', 'agricultural', 'agricultural', 'agriculture', 'agricultural', 'agricultural', 'agriculture', 'agricultural', 'agricultural', 'agricultural', 'agriculture', ""d'agriculture"", ""d'agriculture"", 'agricultural', 'agricultural', 'agricultural', 'agricultural', 'agricultural', 'agriculture', 'agriculture', 'agricultural', 'agricultural']","{'agricultural': 0.7083333333333334, 'agriculture': 0.20833333333333334, ""d'agriculture"": 0.08333333333333333}",agricultural
173,agric.,"['agricultural', 'agriculture', 'agricoltore', 'agricoltura', 'agricultural', 'agricultural', 'agricultural', 'agriculture', 'agriculture', 'agricultural', ""d'agriculture"", 'agriculture', 'agriculture', 'agriculture', 'agricultural', 'agricultural', 'agricultural', 'agricultural', 'agriculture', 'agriculture', 'agricultural', 'agricultural', 'agricola', 'agricultural', 'agriculture', 'agricultural', 'agricultural', 'agricultural', 'agricultural', 'agriculturae', 'agriculturae', 'agriculture', 'agricultural', 'agricultural', 'agricultural', 'agriculture', 'agriculture', 'agriculture', 'agriculture', 'research', 'agricultural', 'agriculture', 'agriculture', 'agricultural', 'agriculture', 'agricultural', 'agriculture', 'agriculture', 'agricultural', 'agriculture']","{'agricultural': 0.46, 'agriculture': 0.4, 'agricoltore': 0.02, 'agricoltura': 0.02, ""d'agriculture"": 0.02, 'agricola': 0.02, 'agriculturae': 0.04, 'research': 0.02}",agricultural
174,agro-ecosyst.,['agro-ecosystems'],{'agro-ecosystems': 1.0},agro-ecosystems
175,agroaliment.,['agroalimentary'],{'agroalimentary': 1.0},agroalimentary
176,agroecosyst.,['agroecosystems'],{'agroecosystems': 1.0},agroecosystems
177,agrofor.,['agroforestry'],{'agroforestry': 1.0},agroforestry
178,agron,"['agronomica', 'agronomy']","{'agronomica': 0.5, 'agronomy': 0.5}",agronomica
179,agron.,"['agronomy', 'agronomy', 'agronomiques', 'agronomie', 'agronomiques', 'agronomy', 'agronomy', 'agronomy', 'agronomy']","{'agronomy': 0.6666666666666666, 'agronomiques': 0.2222222222222222, 'agronomie': 0.1111111111111111}",agronomy
180,agronom.,['agronomiques'],{'agronomiques': 1.0},agronomiques
181,agropecu.,['agropecuária'],{'agropecuária': 1.0},agropecuária
182,agrophys.,['agrophysics'],{'agrophysics': 1.0},agrophysics
183,agrotecnol.,['agrotecnologia'],{'agrotecnologia': 1.0},agrotecnologia
184,agrup,['agrupacion'],{'agrupacion': 1.0},agrupacion
185,agrup.,['agrupacion'],{'agrupacion': 1.0},agrupacion
186,agrég.,['agrégation'],{'agrégation': 1.0},agrégation
187,ahot,['ha-ahot'],{'ha-ahot': 1.0},ha-ahot
188,aid,['a.i.d.'],{'a.i.d.': 1.0},a.i.d.
189,aided,['molecular'],{'molecular': 1.0},molecular
190,aikak,"['aikakauskirja', 'aikakauskirja', 'aikakauslehti']","{'aikakauskirja': 0.6666666666666666, 'aikakauslehti': 0.3333333333333333}",aikakauskirja
191,aikak.,['aikakauslehti'],{'aikakauslehti': 1.0},aikakauslehti
192,air,"[""l'air""]","{""l'air"": 1.0}",l'air
193,air.,['air'],{'air': 1.0},air
194,aircr,['aircraft'],{'aircraft': 1.0},aircraft
195,aircr.,"['aircraft', 'aircraft']",{'aircraft': 1.0},aircraft
196,aires,['aires.'],{'aires.': 1.0},aires.
197,aisa,['asia'],{'asia': 1.0},asia
198,ajnr,['ajnr.'],{'ajnr.': 1.0},ajnr.
199,ajr,['ajr.'],{'ajr.': 1.0},ajr.
200,akad,"['akademaike', 'akademiska', 'akademie', 'akademii', 'akademii', 'akademii', 'akademiiasy', 'von', 'akademiia', 'akademika', 'akademiia', 'akademii', 'akademii']","{'akademaike': 0.07692307692307693, 'akademiska': 0.07692307692307693, 'akademie': 0.07692307692307693, 'akademii': 0.38461538461538464, 'akademiiasy': 0.07692307692307693, 'von': 0.07692307692307693, 'akademiia': 0.15384615384615385, 'akademika': 0.07692307692307693}",akademii
201,akad.,"['akademii', 'akademii', 'akademii', 'akademiya', 'akademii', 'noy', 'akademije', 'akademie', '-', 'akademii', 'akademii', 'akademii', 'akademii', 'akademii', 'akademii', 'akademii', 'akademie', 'akademie', 'akademii', 'akademii', 'akademii', 'akademii', 'akademie', 'akademii', 'akademii', 'akademii', 'akademije', 'akademii', 'akademie', 'akademiia', 'akademiia', 'akademii', 'akademii', 'akademii', 'akademije', 'akademie', 'akademie', 'akademie', 'akademie', 'akademie', 'akademii', 'akademii', 'akademii', 'akademii', 'akademie', 'nauk', 'akademije', 'nauk.', 'nauk.', 'akademie', 'akademie', 'akademiya']","{'akademii': 0.5, 'akademiya': 0.038461538461538464, 'noy': 0.019230769230769232, 'akademije': 0.07692307692307693, 'akademie': 0.25, '-': 0.019230769230769232, 'akademiia': 0.038461538461538464, 'nauk': 0.019230769230769232, 'nauk.': 0.038461538461538464}",akademii
202,akt.,['aktivni'],{'aktivni': 1.0},aktivni
203,aktual,['aktuality'],{'aktuality': 1.0},aktuality
204,aktual.,['aktuality'],{'aktuality': 1.0},aktuality
205,aktuel,"['aktuelle', 'aktuelle']",{'aktuelle': 1.0},aktuelle
206,aktuell,['aktueller'],{'aktueller': 1.0},aktueller
207,akus,['akusherstvo'],{'akusherstvo': 1.0},akusherstvo
208,akush,['akusherka'],{'akusherka': 1.0},akusherka
209,akush.,"['akusherka', 'akusherstvo']","{'akusherka': 0.5, 'akusherstvo': 0.5}",akusherka
210,al-arabi,"[""al-'arabi""]","{""al-'arabi"": 1.0}",al-'arabi
211,ala,"['alabama', 'alabama', 'alabama', 'alabama', 'alabama', 'alabama', 'alabama', 'alabama', 'alabama']",{'alabama': 1.0},alabama
212,ala.,"['alabama', 'alabama', 'alabama', 'alabama', 'alabama', 'alabama']",{'alabama': 1.0},alabama
213,alarabi,"[""al-'arabi""]","{""al-'arabi"": 1.0}",al-'arabi
214,alarabiyah,"[""al-'arabiyah""]","{""al-'arabiyah"": 1.0}",al-'arabiyah
215,alasnan,['al-asnan'],{'al-asnan': 1.0},al-asnan
216,alasnnan,['al-asnan'],{'al-asnan': 1.0},al-asnan
217,albuhuth,['al-buhuth'],{'al-buhuth': 1.0},al-buhuth
218,albuq,['albuquerque'],{'albuquerque': 1.0},albuquerque
219,alche,['aiche'],{'aiche': 1.0},aiche
220,alcohol,"['alcoholism', 'alcoholism', 'alcoholism', 'alcohol.', 'alcoholism']","{'alcoholism': 0.8, 'alcohol.': 0.2}",alcoholism
221,alcohol.,"['alcoholism', 'alcoholism.', 'alcoholism', 'alcoholism', 'alcoholism']","{'alcoholism': 0.8, 'alcoholism.': 0.2}",alcoholism
222,aldarah,['al-darah'],{'al-darah': 1.0},al-darah
223,alea,['alea.'],{'alea.': 1.0},alea.
224,alerg,"['alergia', 'alergia', 'alergia']",{'alergia': 1.0},alergia
225,alerg.,"['alergia', 'alergia']",{'alergia': 1.0},alergia
226,alergol,['alergologia'],{'alergologia': 1.0},alergologia
227,alergol.,['alergologia'],{'alergologia': 1.0},alergologia
228,alex,"['alexandria', 'alexandria', ""d'alexandrie""]","{'alexandria': 0.6666666666666666, ""d'alexandrie"": 0.3333333333333333}",alexandria
229,alex.,['alexandria'],{'alexandria': 1.0},alexandria
230,alfamm,['al-famm'],{'al-famm': 1.0},al-famm
231,alg.,['algerienne'],{'algerienne': 1.0},algerienne
232,algebr.,"['algebras', 'algebra', 'algebraic', 'algebraic', 'algebraic', 'algebras', 'algebraic', 'algebraic', 'algebraic', 'algebraic', 'algebraic']","{'algebras': 0.18181818181818182, 'algebra': 0.09090909090909091, 'algebraic': 0.7272727272727273}",algebraic
233,alger,"['algerie', ""d'algerie""]","{'algerie': 0.5, ""d'algerie"": 0.5}",algerie
234,alien,['alienazioni'],{'alienazioni': 1.0},alienazioni
235,aliment,"['alimentary', ""l'alimentation""]","{'alimentary': 0.5, ""l'alimentation"": 0.5}",alimentary
236,aliment.,"['alimentary', 'alimentation', 'alimentaria']","{'alimentary': 0.3333333333333333, 'alimentation': 0.3333333333333333, 'alimentaria': 0.3333333333333333}",alimentary
237,alkalmaz.,['alkalmazott'],{'alkalmazott': 1.0},alkalmazott
238,alkaloids,['alkaloids.'],{'alkaloids.': 1.0},alkaloids.
239,all,"['allgemeines', ""l'alliance""]","{'allgemeines': 0.5, ""l'alliance"": 0.5}",allgemeines
240,allem,"['allemagne', ""d'allemagne""]","{'allemagne': 0.5, ""d'allemagne"": 0.5}",allemagne
241,allerg,"['allergie', 'allergie-']","{'allergie': 0.5, 'allergie-': 0.5}",allergie
242,allerg.,['allergie'],{'allergie': 1.0},allergie
243,allergol,"['allergologica', 'allergology', ""d'allergologie"", 'allergologia']","{'allergologica': 0.25, 'allergology': 0.25, ""d'allergologie"": 0.25, 'allergologia': 0.25}",allergologica
244,allergol.,"['allergologica', 'allergology', ""d'allergologie""]","{'allergologica': 0.3333333333333333, 'allergology': 0.3333333333333333, ""d'allergologie"": 0.3333333333333333}",allergologica
245,allergy.,['allergy'],{'allergy': 1.0},allergy
246,allg,['allgemeinen'],{'allgemeinen': 1.0},allgemeinen
247,allg.,"['allgemeine', 'allgemeine', 'allgemeine', 'allgemeinen']","{'allgemeine': 0.75, 'allgemeinen': 0.25}",allgemeine
248,allgemeinwiss.,['allgemeinwissens'],{'allgemeinwissens': 1.0},allgemeinwissens
249,alloc,['allocation'],{'allocation': 1.0},allocation
250,alm,['almanak'],{'almanak': 1.0},almanak
251,almustaqbal,['al-mustaqbal'],{'al-mustaqbal': 1.0},al-mustaqbal
252,alp,"['alpina', 'alpin']","{'alpina': 0.5, 'alpin': 0.5}",alpina
253,alp.,"['alpine', 'alpine']",{'alpine': 1.0},alpine
254,alp.ver.heft,['alpenvereinshefte'],{'alpenvereinshefte': 1.0},alpenvereinshefte
255,alpic.,['l’alpicoltura'],{'l’alpicoltura': 1.0},l’alpicoltura
256,alsac,['alsaciens'],{'alsaciens': 1.0},alsaciens
257,alsace,"[""d'alsace"", ""d'alsace""]","{""d'alsace"": 1.0}",d'alsace
258,alsk,"['alaska', 'alaska']",{'alaska': 1.0},alaska
259,alsk.,"['alaska', 'alaska']",{'alaska': 1.0},alaska
260,alsuriyah,"['al-suriyah', 'al-suriyah']",{'al-suriyah': 1.0},al-suriyah
261,alt,['altitude'],{'altitude': 1.0},altitude
262,alt.,['altitude'],{'altitude': 1.0},altitude
263,alta,['alberta'],{'alberta': 1.0},alberta
264,altern,"['alternative', 'alternative', 'alternatives', 'alternative', 'alternatives']","{'alternative': 0.6, 'alternatives': 0.4}",alternative
265,altern.,"['alternatives', 'alternative', 'alternative', 'alternative', 'alternative', 'alternative', 'alternative']","{'alternatives': 0.14285714285714285, 'alternative': 0.8571428571428571}",alternative
266,altsprachi,['altsprachliche'],{'altsprachliche': 1.0},altsprachliche
267,altthür,['alt-thüringen'],{'alt-thüringen': 1.0},alt-thüringen
268,alum.,['aluminum'],{'aluminum': 1.0},aluminum
269,alurduniyah,['al-urduniyah'],{'al-urduniyah': 1.0},al-urduniyah
270,alzheimers,"[""alzheimer's"", ""alzheimer's"", ""alzheimer's"", ""alzheimer's"", ""alzheimer's""]","{""alzheimer's"": 1.0}",alzheimer's
271,am,"['american', 'american', 'american', 'americana', 'america', 'america', 'new', 'america', 'america', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'ibero-americanos', 'america', 'american', 'american', 'americanos', 'america', 'american', 'america', 'americana', 'americana', 'american', 'american', 'american', 'american', 'american', 'america', 'america', 'american', 'america', 'americanos', 'america', 'american', 'america', 'america', 'america', 'french-american', 'america', 'americano', 'america', 'america', 'america', 'america', 'american', 'america', 'american', 'american', 'american', 'american', 'american', 'americanistes', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'america', 'american', 'american', 'american', 'american', 'american', 'america', 'american', 'american', 'american', 'america', 'america', 'american', 'american', 'american', 'american', 'america', 'america', 'america', 'america', 'american', 'american', 'america', 'americas', 'america', ""america's"", 'american', 'american', 'american', 'america', 'america', 'american', ""d'amerique"", 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'america', 'america', 'america', 'american', 'american', 'america', 'americana', 'americana', 'america', ""l'amerique"", 'americaines', 'america', 'american', 'american', 'american', 'american', 'america', 'federationist.', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'america', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'america', 'american', 'american', 'america', 'america', 'america', 'america', 'america', 'america', 'america.', 'america.', 'america.', 'america.', 'american', 'american', 'american', 'american', 'america', 'america.', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'american', 'america', 'american', 'south', 'association.', 'association.', 'american', 'american', 'americanist']","{'american': 0.8292134831460675, 'americana': 0.011235955056179775, 'america': 0.1101123595505618, 'new': 0.0022471910112359553, 'ibero-americanos': 0.0022471910112359553, 'americanos': 0.0044943820224719105, 'french-american': 0.0022471910112359553, 'americano': 0.0022471910112359553, 'americanistes': 0.0022471910112359553, 'americas': 0.0022471910112359553, ""america's"": 0.0022471910112359553, ""d'amerique"": 0.0022471910112359553, ""l'amerique"": 0.0022471910112359553, 'americaines': 0.0022471910112359553, 'federationist.': 0.0022471910112359553, 'america.': 0.011235955056179775, 'south': 0.0022471910112359553, 'association.': 0.0044943820224719105, 'americanist': 0.0022471910112359553}",american
