,abbrev,full,freq,most_freq
149,Aeronaut,"['aeronautique', 'aeronautique', 'aeronautique', 'aeronautica', 'aeronautica', 'aeronautica', 'Aeronautics']","{'aeronautique': 0.42857142857142855, 'aeronautica': 0.42857142857142855, 'Aeronautics': 0.14285714285714285}",aeronautique
150,Aeronaut.,"['Aeronautical', 'Aeronautics', 'Aeronautics', 'Aeronautique', 'Aeronautica', 'Aeronautical']","{'Aeronautical': 0.3333333333333333, 'Aeronautics': 0.3333333333333333, 'Aeronautique': 0.16666666666666666, 'Aeronautica': 0.16666666666666666}",Aeronautical
151,Aerosol,"['aerosol', 'aerosol']",{'aerosol': 1.0},aerosol
152,Aerosp,"['Aerospace', 'Aerospace', 'Aerospace', 'aerospace', 'aerospace', 'Aerospace']","{'Aerospace': 0.6666666666666666, 'aerospace': 0.3333333333333333}",Aerospace
153,Aerosp.,"['Aerospace', 'Aerospace', 'Aerospace', 'Aerospace', 'Aerospace', 'Aerospace', 'Aerospace', 'Aerospace', 'Aerospace', 'Aerospace', 'Aerospace', 'Aerospace', 'Aerospace', 'Aerospace']",{'Aerospace': 1.0},Aerospace
154,Aesthet.,"['Aesthetic', 'Aesthetic', 'Aesthetic', 'Aesthetics']","{'Aesthetic': 0.75, 'Aesthetics': 0.25}",Aesthetic
155,Afd.,"['Afdeling', 'Afdeling']",{'Afdeling': 1.0},Afdeling
156,Aff,"['affairs', 'Affari', 'affairs', 'affairs', 'affairs', 'affairs', 'affairs', 'affairs', 'affairs', 'affairs', 'affairs', 'affairs', 'affairs', 'affairs', 'affairs', 'affairs', 'affairs', 'affairs', 'affairs', 'affairs', 'affairs', 'affairs', 'affairs', 'affaires', 'affairs', 'affairs', 'affairs', 'affairs', 'affairs', 'affairs', 'affairs', 'affairs', 'affairs', 'affairs', 'affairs']","{'affairs': 0.9428571428571428, 'Affari': 0.02857142857142857, 'affaires': 0.02857142857142857}",affairs
157,Aff.,"['Affairs', 'Affairs', 'Affairs']",{'Affairs': 1.0},Affairs
158,Affect,"['affective', 'affective', 'affective']",{'affective': 1.0},affective
159,Affect.,"['Affective', 'Affective', 'Affective']",{'Affective': 1.0},Affective
160,Affin,['affini'],{'affini': 1.0},affini
161,Afines,['afines'],{'afines': 1.0},afines
162,Afr,"['African', 'Africa', 'Africa', 'Africa', 'Africa', 'Africa', 'Africa', 'Africa', 'Africa', 'Africa', 'Africa', ""Africa's"", 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'Africana', 'Africana', 'Afrika', 'Afrique', 'Afrique', 'Afrique', 'Afrique', 'Africa', 'African', 'Afrika', 'africaine', 'africaines', 'africaines', 'African', 'Africa', 'africain', 'africaine', 'Africa', 'Africa', 'African', 'African', 'Africa', 'Africa', 'Africa', 'Africa', 'africain', 'Africa', 'africaine', 'Geneva-Africa', 'Africa', 'African', 'African', 'African', 'African', 'African', 'African', 'Africa', 'African', 'Africa', ""L'Afrique"", ""L'Afrique"", ""d'Afrique"", 'Africana', 'African', 'African', 'Africa', 'African', 'Africana', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'Africa', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'African']","{'African': 0.5445544554455446, 'Africa': 0.2376237623762376, ""Africa's"": 0.009900990099009901, 'Africana': 0.039603960396039604, 'Afrika': 0.019801980198019802, 'Afrique': 0.039603960396039604, 'africaine': 0.0297029702970297, 'africaines': 0.019801980198019802, 'africain': 0.019801980198019802, 'Geneva-Africa': 0.009900990099009901, ""L'Afrique"": 0.019801980198019802, ""d'Afrique"": 0.009900990099009901}",African
163,Afr.,"['African', 'African', 'African', 'African', 'African', 'African', 'African', 'Africa', 'Africa', 'Africa', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'Afrika', 'Afrika', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'African', 'Africa', 'African', 'African', 'African', 'African', 'African', 'African', 'African']","{'African': 0.8536585365853658, 'Africa': 0.0975609756097561, 'Afrika': 0.04878048780487805}",African
164,Afro,['AFRO'],{'AFRO': 1.0},AFRO
165,Against,['against'],{'against': 1.0},against
166,Age,"['age', 'age']",{'age': 1.0},age
167,Ageing,"['ageing', 'ageing', 'ageing', 'ageing', 'ageing']",{'ageing': 1.0},ageing
168,Agenda,"['agenda', 'agenda']",{'agenda': 1.0},agenda
169,Agent,"['agents', 'multi-agent', 'agents']","{'agents': 0.6666666666666666, 'multi-agent': 0.3333333333333333}",agents
170,Agents,"['agents', 'agents', 'agents', 'agents', 'agents', 'agents', 'agents', 'agents', 'agents']",{'agents': 1.0},agents
171,Aggiorn,"['Aggiornamenti', 'Aggiornamenti', 'Aggiornamenti', 'Aggiornamenti', 'Aggiornamento']","{'Aggiornamenti': 0.8, 'Aggiornamento': 0.2}",Aggiornamenti
172,Aggress,['Aggressive'],{'Aggressive': 1.0},Aggressive
173,Aging,"['aging', 'aging', 'aging', 'aging', 'aging', 'aging', 'aging', 'aging', 'aging', 'aging', 'anti-aging', 'aging', 'aging', 'aging', 'aging', 'aging', 'aging', 'aging', 'aging']","{'aging': 0.9473684210526315, 'anti-aging': 0.05263157894736842}",aging
174,Agnes,['Die'],{'Die': 1.0},Die
175,Agr.,['Agricultural'],{'Agricultural': 1.0},Agricultural
176,Agral.,['Agralia'],{'Agralia': 1.0},Agralia
177,Agrar.,"['Agraria', 'Agraria', 'Agrarias']","{'Agraria': 0.6666666666666666, 'Agrarias': 0.3333333333333333}",Agraria
178,Agrargesch.,['Agrargeschichte'],{'Agrargeschichte': 1.0},Agrargeschichte
179,Agrarsoziol.,['Agrarsoziologie'],{'Agrarsoziologie': 1.0},Agrarsoziologie
180,Agric,"['Agricultural', 'Agricultural', 'Agricultural', 'Agricultural', 'Agricultural', 'Agriculture', 'agricultural', 'agriculture', 'agricultural', 'agricultural', 'agricultural', 'agriculture', 'agricultural', 'agricultural', 'agricultural', 'agricultural', 'agricultural', 'agriculture', 'Agricultural', 'agricultural']","{'Agricultural': 0.3, 'Agriculture': 0.05, 'agricultural': 0.5, 'agriculture': 0.15}",agricultural
181,Agric.,"['Agricultural', 'Agriculture', 'Agricoltore', 'Agricoltura', 'Agricultural', 'Agricultural', 'Agricultural', 'Agriculture', 'Agriculture', ""d'Agriculture"", 'Agriculture', 'Agriculture', 'Agricultural', 'Agricultural', 'Agricultural', 'Agricultural', 'Agriculture', 'Agricultural', 'Agricultural', 'Agriculture', 'Agricultural', 'Agricultural', 'Agricultural', 'Agricultural', 'Agriculture', 'Agriculture', 'Agricultural', 'Agricultural', 'Agricultural', 'Agriculture', 'Agriculture', 'Agriculture', 'Agriculture', 'Research', 'Agricultural', 'Agriculture', 'Agriculture', 'Agricultural', 'Agriculture', 'Agriculture', 'Agriculture', 'Agricultural', 'Agriculture']","{'Agricultural': 0.46511627906976744, 'Agriculture': 0.4418604651162791, 'Agricoltore': 0.023255813953488372, 'Agricoltura': 0.023255813953488372, ""d'Agriculture"": 0.023255813953488372, 'Research': 0.023255813953488372}",Agricultural
182,Agro-Ecosyst.,['Agro-Ecosystems'],{'Agro-Ecosystems': 1.0},Agro-Ecosystems
183,Agroaliment.,['Agroalimentary'],{'Agroalimentary': 1.0},Agroalimentary
184,Agroecosyst.,['Agroecosystems'],{'Agroecosystems': 1.0},Agroecosystems
185,Agrofor.,['Agroforestry'],{'Agroforestry': 1.0},Agroforestry
186,Agromedicine,['agromedicine'],{'agromedicine': 1.0},agromedicine
187,Agron,"['agronomica', 'Agronomy']","{'agronomica': 0.5, 'Agronomy': 0.5}",agronomica
188,Agron.,"['Agronomy', 'Agronomy', 'Agronomie', 'Agronomy', 'Agronomy', 'Agronomy', 'Agronomy']","{'Agronomy': 0.8571428571428571, 'Agronomie': 0.14285714285714285}",Agronomy
189,Agronom.,['Agronomiques'],{'Agronomiques': 1.0},Agronomiques
190,Agropecu.,['Agropecuária'],{'Agropecuária': 1.0},Agropecuária
191,Agrophys.,['Agrophysics'],{'Agrophysics': 1.0},Agrophysics
192,Agrotecnol.,['Agrotecnologia'],{'Agrotecnologia': 1.0},Agrotecnologia
193,Agrég.,['Agrégation'],{'Agrégation': 1.0},Agrégation
194,Ahot,['ha-Ahot'],{'ha-Ahot': 1.0},ha-Ahot
195,Aided,"['computer-aided', 'Computer-Aided']","{'computer-aided': 0.5, 'Computer-Aided': 0.5}",computer-aided
196,Aikak,"['aikakauskirja', 'aikakauskirja', 'aikakauslehti']","{'aikakauskirja': 0.6666666666666666, 'aikakauslehti': 0.3333333333333333}",aikakauskirja
197,Aikak.,['Aikakauslehti'],{'Aikakauslehti': 1.0},Aikakauslehti
198,Air,"['air', 'air', 'air', 'air', 'air', 'air']",{'air': 1.0},air
199,Air.,['Air'],{'Air': 1.0},Air
200,Aircr,['aircraft'],{'aircraft': 1.0},aircraft
201,Aircr.,"['Aircraft', 'Aircraft']",{'Aircraft': 1.0},Aircraft
202,Aires,['Aires.'],{'Aires.': 1.0},Aires.
203,Aisa,['Asia'],{'Asia': 1.0},Asia
204,Akad,"['Akademaike', 'Akademiska', 'Philosophisch-Historische', 'Akademie', 'Akademii', 'Akademii', 'Akademii', 'Akademiiasy', 'von', 'Akademiia', 'Akademiia', 'Akademii', 'Akademii']","{'Akademaike': 0.07692307692307693, 'Akademiska': 0.07692307692307693, 'Philosophisch-Historische': 0.07692307692307693, 'Akademie': 0.07692307692307693, 'Akademii': 0.38461538461538464, 'Akademiiasy': 0.07692307692307693, 'von': 0.07692307692307693, 'Akademiia': 0.15384615384615385}",Akademii
205,Akad.,"['Akademii', 'Akademii', 'Akademii', 'Akademiya', 'Akademii', 'noy', 'der', 'van', 'Akademije', 'der', 'Akademie', '-', 'Akademii', 'Akademii', 'Akademii', 'Akademii', 'Akademii', 'Akademii', 'Akademii', 'Akademie', 'Akademie', 'Akademii', 'Akademii', 'Akademii', 'Akademii', 'Akademie', 'Akademii', 'Akademii', 'Akademii', 'Akademije', 'Akademii', 'Akademie', 'Akademiia', 'Akademiia', 'Akademii', 'Akademii', 'Akademii', 'Akademije', 'Akademie', 'Akademie', 'Akademie', 'Akademie', 'Akademie', 'Akademii', 'Akademii', 'Akademii', 'Akademii', 'Nauk', 'Akademije', 'Nauk.', 'Nauk.', 'Akademie', 'Akademiya']","{'Akademii': 0.49056603773584906, 'Akademiya': 0.03773584905660377, 'noy': 0.018867924528301886, 'der': 0.03773584905660377, 'van': 0.018867924528301886, 'Akademije': 0.07547169811320754, 'Akademie': 0.20754716981132076, '-': 0.018867924528301886, 'Akademiia': 0.03773584905660377, 'Nauk': 0.018867924528301886, 'Nauk.': 0.03773584905660377}",Akademii
206,Akt.,['Aktivni'],{'Aktivni': 1.0},Aktivni
207,Aktual,['aktuality'],{'aktuality': 1.0},aktuality
208,Aktual.,['Aktuality'],{'Aktuality': 1.0},Aktuality
209,Aktuel,"['Aktuelle', 'Aktuelle']",{'Aktuelle': 1.0},Aktuelle
210,Aktuell,['aktueller'],{'aktueller': 1.0},aktueller
211,Akus,['akusherstvo'],{'akusherstvo': 1.0},akusherstvo
212,Akush,"['Akusherstvo', 'akusherka']","{'Akusherstvo': 0.5, 'akusherka': 0.5}",Akusherstvo
213,Akush.,"['Akusherstvo', 'Akusherka', 'Akusherstvo']","{'Akusherstvo': 0.6666666666666666, 'Akusherka': 0.3333333333333333}",Akusherstvo
214,Al-Arabi,"[""al-'Arabi""]","{""al-'Arabi"": 1.0}",al-'Arabi
215,AlChE,['AIChE'],{'AIChE': 1.0},AIChE
216,Ala,"['Alabama', 'Alabama', 'Alabama', 'Alabama', 'Alabama', 'Alabama', 'Alabama']",{'Alabama': 1.0},Alabama
217,Ala.,"['Alabama', 'Alabama', 'Alabama', 'Alabama', 'Alabama']",{'Alabama': 1.0},Alabama
218,Alarabi,"[""al-'Arabi""]","{""al-'Arabi"": 1.0}",al-'Arabi
219,Alarabiyah,"[""al-'Arabiyah""]","{""al-'Arabiyah"": 1.0}",al-'Arabiyah
220,Alasnan,['al-asnan'],{'al-asnan': 1.0},al-asnan
221,Alasnnan,['al-Asnan'],{'al-Asnan': 1.0},al-Asnan
222,Alber-Reihe,['Alber-Reihe:'],{'Alber-Reihe:': 1.0},Alber-Reihe:
223,Albuhuth,['al-buhuth'],{'al-buhuth': 1.0},al-buhuth
224,Albuq,['Albuquerque'],{'Albuquerque': 1.0},Albuquerque
225,Alcohol,"['alcohol', 'Alcoholism', 'Alcoholism', 'alcoholism', 'alcohol', 'alcohol', 'alcohol', 'alcohol', 'alcohol', 'alcohol.', 'alcohol', 'and', 'alcohol', 'alcohol', 'and']","{'alcohol': 0.6, 'Alcoholism': 0.13333333333333333, 'alcoholism': 0.06666666666666667, 'alcohol.': 0.06666666666666667, 'and': 0.13333333333333333}",alcohol
226,Alcohol.,"['Alcoholism', 'Alcoholism.', 'Alcoholism', 'Alcoholism', 'Alcoholism']","{'Alcoholism': 0.8, 'Alcoholism.': 0.2}",Alcoholism
227,Aldarah,['al-Darah'],{'al-Darah': 1.0},al-Darah
228,Aldosterone,['Renin-Angiotensin-Aldosterone'],{'Renin-Angiotensin-Aldosterone': 1.0},Renin-Angiotensin-Aldosterone
229,Alerg,"['alergia', 'alergia']",{'alergia': 1.0},alergia
230,Alerg.,"['Alergia', 'Alergia']",{'Alergia': 1.0},Alergia
231,Alergol.,['Alergologia'],{'Alergologia': 1.0},Alergologia
232,Alert,"['alert', 'alert', 'alert']",{'alert': 1.0},alert
233,Alex,"['Alexandria', ""d'Alexandrie""]","{'Alexandria': 0.5, ""d'Alexandrie"": 0.5}",Alexandria
234,Alex.,['Alexandria'],{'Alexandria': 1.0},Alexandria
235,Alfamm,['al-famm'],{'al-famm': 1.0},al-famm
236,Algebr.,"['Algebras', 'Algebra', 'Algebraic', 'Algebraic', 'Algebraic', 'Algebras', 'Algebraic', 'Algebraic', 'Algebraic', 'Algebraic', 'Algebraic']","{'Algebras': 0.18181818181818182, 'Algebra': 0.09090909090909091, 'Algebraic': 0.7272727272727273}",Algebraic
237,Algebra,"['Rossíiskaya', 'Mathematics']","{'Rossíiskaya': 0.5, 'Mathematics': 0.5}",Rossíiskaya
238,Alger,"['Algerie', ""d'Algerie""]","{'Algerie': 0.5, ""d'Algerie"": 0.5}",Algerie
239,Alien,['alienazioni'],{'alienazioni': 1.0},alienazioni
240,Aliment,['Alimentary'],{'Alimentary': 1.0},Alimentary
241,Aliment.,"['Alimentary', 'Alimentaria']","{'Alimentary': 0.5, 'Alimentaria': 0.5}",Alimentary
242,Aliments,['aliments'],{'aliments': 1.0},aliments
243,Alkalmaz.,['Alkalmazott'],{'Alkalmazott': 1.0},Alkalmazott
244,Alkaloids,['Alkaloids.'],{'Alkaloids.': 1.0},Alkaloids.
245,All,"['Allgemeines', 'the', ""l'Alliance"", 'all']","{'Allgemeines': 0.25, 'the': 0.25, ""l'Alliance"": 0.25, 'all': 0.25}",Allgemeines
246,All.,['the'],{'the': 1.0},the
247,Allem,"[""d'Allemagne""]","{""d'Allemagne"": 1.0}",d'Allemagne
248,Allerg,"['Allergie', 'Allergie', 'Allergie', 'Allergie', 'Allergie-']","{'Allergie': 0.8, 'Allergie-': 0.2}",Allergie
249,Allerg.,"['Allergie', 'Allergie', 'Allergie', 'Allergie']",{'Allergie': 1.0},Allergie
250,Allergol,"['allergologica', 'Allergologia', ""d'allergologie"", 'allergologia']","{'allergologica': 0.25, 'Allergologia': 0.25, ""d'allergologie"": 0.25, 'allergologia': 0.25}",allergologica
251,Allergol.,"['Allergologica', 'Allergologia', 'Allergology', ""d'Allergologie""]","{'Allergologica': 0.25, 'Allergologia': 0.25, 'Allergology': 0.25, ""d'Allergologie"": 0.25}",Allergologica
252,Allergy,"['allergy', 'allergy', 'allergy', 'allergy', 'allergy', 'allergy', 'allergy', 'allergy', 'allergy', 'allergy', 'allergy', 'allergy', 'allergy', 'allergy', 'allergy', 'allergy', 'allergy', 'allergy', 'allergy', 'allergy', 'allergy', 'allergy', 'allergy']",{'allergy': 1.0},allergy
253,Allergy.,['Allergy'],{'Allergy': 1.0},Allergy
254,Allg,['allgemeinen'],{'allgemeinen': 1.0},allgemeinen
255,Allg.,"['Allgemeine', 'Allgemeine', 'Allgemeinen']","{'Allgemeine': 0.6666666666666666, 'Allgemeinen': 0.3333333333333333}",Allgemeine
256,Allgemeinwiss.,['Allgemeinwissens'],{'Allgemeinwissens': 1.0},Allgemeinwissens
257,Allied,"['allied', 'allied', 'allied', 'allied', 'allied']",{'allied': 1.0},allied
258,Alm,['almanak'],{'almanak': 1.0},almanak
259,Alma,['The'],{'The': 1.0},The
260,Almustaqbal,['al-Mustaqbal'],{'al-Mustaqbal': 1.0},al-Mustaqbal
261,Alp,"['Alpina', 'alpin']","{'Alpina': 0.5, 'alpin': 0.5}",Alpina
262,Alp.,"['Alpine', 'Alpine']",{'Alpine': 1.0},Alpine
263,Alp.ver.heft,['Alpenvereinshefte'],{'Alpenvereinshefte': 1.0},Alpenvereinshefte
264,Alpes,['alpes'],{'alpes': 1.0},alpes
265,Alsac,['alsaciens'],{'alsaciens': 1.0},alsaciens
266,Alsace,"[""d'Alsace"", ""d'Alsace""]","{""d'Alsace"": 1.0}",d'Alsace
267,Alsk,['Alaska'],{'Alaska': 1.0},Alaska
268,Alsk.,"['Alaska', 'Alaska']",{'Alaska': 1.0},Alaska
269,Alsuriyah,"['al-Suriyah', 'al-Suriyah']",{'al-Suriyah': 1.0},al-Suriyah
270,Alt,['altitude'],{'altitude': 1.0},altitude
271,Alt.,['Altitude'],{'Altitude': 1.0},Altitude
272,AltThür,['Alt-Thüringen'],{'Alt-Thüringen': 1.0},Alt-Thüringen
273,Alta,['Alberta'],{'Alberta': 1.0},Alberta
274,Alten,['alten'],{'alten': 1.0},alten
275,Altern,"['Alternative', 'alternative', 'alternatives']","{'Alternative': 0.3333333333333333, 'alternative': 0.3333333333333333, 'alternatives': 0.3333333333333333}",Alternative
276,Altern.,"['Alternatives', 'Alternative', 'Alternative', 'Alternative', 'Alternative', 'Alternative', 'Alternative']","{'Alternatives': 0.14285714285714285, 'Alternative': 0.8571428571428571}",Alternative
277,Altsprachi,['Altsprachliche'],{'Altsprachliche': 1.0},Altsprachliche
278,Alum.,['Aluminum'],{'Aluminum': 1.0},Aluminum
279,Alumni,"['alumni', 'alumni', 'alumni']",{'alumni': 1.0},alumni
280,Alurduniyah,['al-Urduniyah'],{'al-Urduniyah': 1.0},al-Urduniyah
281,Alzheimers,"[""Alzheimer's"", ""Alzheimer's"", ""Alzheimer's""]","{""Alzheimer's"": 1.0}",Alzheimer's
282,Aléa-Saclay,['Aléa-Saclay:'],{'Aléa-Saclay:': 1.0},Aléa-Saclay:
283,Am,"['American', 'American', 'American', 'americana', 'America', 'America', 'America', 'America', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'America', 'American', 'America', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'americanos', 'Hispano-Americana', 'America', 'American', 'americana', 'Americana', 'American', 'the', 'the', 'American', 'America', 'America', 'America', 'americanos', 'America', 'American', 'America', 'America', 'America', 'French-American', 'America', 'americano', 'America', 'America', 'America', 'America', 'America', 'American', 'America', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'the', 'Association.', 'Society', 'Korean-American', 'American', 'American', 'American', 'American', 'American', 'America', 'review', 'America', 'America', 'American', 'American', 'American', 'latino-americanas', 'America', 'America', 'America', 'America', 'American', 'American', 'America', 'America', ""America's"", 'American', 'American', 'America', 'American', ""d'Amerique"", 'America', 'America', 'America', 'American', 'American', 'America', 'americana', 'americana', 'America', 'de', ""l'Amerique"", 'americaines', 'America', 'American', 'American', 'American', 'America', 'federationist.', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'American', 'Anglo-American', 'American', 'American', 'American', 'American', 'America', 'American', 'American', 'America', 'America', 'America', 'America', 'America', 'America', 'America.', 'America.', 'America.', 'America.', 'American', 'American', 'America', 'America.', 'American', 'South', 'Association.', 'Association.', 'American', 'American', 'Americanist', 'German-American']","{'American': 0.7574850299401198, 'americana': 0.011976047904191617, 'America': 0.1377245508982036, 'americanos': 0.005988023952095809, 'Hispano-Americana': 0.0029940119760479044, 'Americana': 0.0029940119760479044, 'the': 0.008982035928143712, 'French-American': 0.0029940119760479044, 'americano': 0.0029940119760479044, 'Association.': 0.008982035928143712, 'Society': 0.0029940119760479044, 'Korean-American': 0.0029940119760479044, 'review': 0.0029940119760479044, 'latino-americanas': 0.0029940119760479044, ""America's"": 0.0029940119760479044, ""d'Amerique"": 0.0029940119760479044, 'de': 0.0029940119760479044, ""l'Amerique"": 0.0029940119760479044, 'americaines': 0.0029940119760479044, 'federationist.': 0.0029940119760479044, 'Anglo-American': 0.0029940119760479044, 'America.': 0.014970059880239521, 'South': 0.0029940119760479044, 'Americanist': 0.0029940119760479044, 'German-American': 0.0029940119760479044}",American
